"WELL_PERMIT_NUM","PERIOD_ID","REPORTING_PERIOD","PRODUCTION_INDICATOR","WASTE_INDICATOR","WELL_STATUS","FARM_NAME_WELL_NUM","SPUD_DATE","GAS_QUANTITY","GAS_PRODUCTION_DAYS","CONDENSATE_QUANTITY","CONDENSATE_PRODUCTION_DAYS","OIL_QUANTITY","OIL_PRODUCTION_DAYS","AVERAGED","GROUP_NO","OPERATOR","OGO_NUM","WELL_COUNTY","WELL_MUNICIPALITY","WELL_LATITUDE","WELL_LONGITUDE","UNCONVENTIONAL","WELL_CONFIGURATION","WELL_TYPE","PRODUCTION_PERIOD_START_DATE","PRODUCTION_PERIOD_END_DATE","NON_PRODUCTION_COMMENTS","ADDITIONAL_COMMENTS","RECORD_SOURCE","SUBMISSION_FINAL_DATE","REPORT_GENERATED_DATE"
"051-24456","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 10H","12/28/2011",13994,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883433,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24456","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 10H","12/28/2011",24401,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883433,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24456","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 10H","12/28/2011",18024,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883433,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24456","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 10H","12/28/2011",17399,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883433,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24457","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14168,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24457","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",12801,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
"051-24457","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14457,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","01/27/2021","3/01/2023"
"051-24457","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14198,29,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","03/31/2020","3/01/2023"
"051-24457","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14978,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/02/2020","3/01/2023"
"051-24457","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14762,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","08/31/2020","3/01/2023"
"051-24457","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14606,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/04/2020","3/01/2023"
"051-24457","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14649,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","04/29/2020","3/01/2023"
"051-24457","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",7576,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24457","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",16680,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24457","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",14947,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24457","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","HARTLEY UNIT 11H","12/28/2011",13382,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.914014,-79.883486,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24617","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",53860,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24617","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",46784,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
"051-24617","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",43143,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","01/27/2021","3/01/2023"
"051-24617","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",55016,29,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","03/31/2020","3/01/2023"
"051-24617","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",59629,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/02/2020","3/01/2023"
"051-24617","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",49759,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","08/31/2020","3/01/2023"
"051-24617","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",47833,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/04/2020","3/01/2023"
"051-24617","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",57334,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","04/29/2020","3/01/2023"
"051-24617","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",49321,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24617","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",47796,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24617","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",49991,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24617","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 10H","5/10/2015",44804,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904611,-79.858172,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24622","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",40756,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24622","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",35686,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
"051-24622","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",36992,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","01/27/2021","3/01/2023"
"051-24622","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",41588,29,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","03/31/2020","3/01/2023"
"051-24622","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",44788,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/02/2020","3/01/2023"
"051-24622","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",38148,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","08/31/2020","3/01/2023"
"051-24622","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",36765,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/04/2020","3/01/2023"
"051-24622","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",43426,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","04/29/2020","3/01/2023"
"051-24622","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",37183,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24622","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",37692,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24622","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",38591,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24622","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 5H","5/07/2015",34106,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904511,-79.858119,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24623","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",35118,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24623","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",30476,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
"051-24623","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",31737,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","01/27/2021","3/01/2023"
"051-24623","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",36930,29,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","03/31/2020","3/01/2023"
"051-24623","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",39683,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/02/2020","3/01/2023"
"051-24623","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",32962,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","08/31/2020","3/01/2023"
"051-24623","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",30567,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/04/2020","3/01/2023"
"051-24623","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",38358,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","04/29/2020","3/01/2023"
"051-24623","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",31225,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24623","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",32250,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24623","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",33538,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24623","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 6H","5/08/2015",30335,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904531,-79.858206,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24624","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",47614,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24624","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",40313,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
"051-24624","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",39993,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","01/27/2021","3/01/2023"
"051-24624","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",48250,29,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","03/31/2020","3/01/2023"
"051-24624","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",52103,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/02/2020","3/01/2023"
"051-24624","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",43042,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","08/31/2020","3/01/2023"
"051-24624","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",41414,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/04/2020","3/01/2023"
"051-24624","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",50595,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","04/29/2020","3/01/2023"
"051-24624","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",42199,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24624","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",40917,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24624","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",38672,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24624","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 7H","5/08/2015",38774,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.90455,-79.858289,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24625","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",55478,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24625","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",49013,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
"051-24625","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",42248,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","01/27/2021","3/01/2023"
"051-24625","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",56476,29,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","03/31/2020","3/01/2023"
"051-24625","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",61044,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/02/2020","3/01/2023"
"051-24625","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",51939,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","08/31/2020","3/01/2023"
"051-24625","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",50048,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/04/2020","3/01/2023"
"051-24625","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",58975,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","04/29/2020","3/01/2023"
"051-24625","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",51216,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","06/30/2020","3/01/2023"
"051-24625","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",48019,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","12/17/2020","3/01/2023"
"051-24625","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",52694,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/02/2020","3/01/2023"
"051-24625","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 8H","5/09/2015",45092,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904572,-79.858375,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/08/2020","3/01/2023"
"051-24626","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 9H","5/09/2015",52480,30,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904631,-79.858258,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","05/27/2020","3/01/2023"
"051-24626","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ZALAC UNIT 9H","5/09/2015",45370,31,"","","","","No","","EQT CHAP LLC","OGO-39307","FAYETTE","GERMAN",39.904631,-79.858258,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","09/28/2020","3/01/2023"
