"WELL_PERMIT_NUM","PERIOD_ID","REPORTING_PERIOD","PRODUCTION_INDICATOR","WASTE_INDICATOR","WELL_STATUS","FARM_NAME_WELL_NUM","SPUD_DATE","GAS_QUANTITY","GAS_PRODUCTION_DAYS","CONDENSATE_QUANTITY","CONDENSATE_PRODUCTION_DAYS","OIL_QUANTITY","OIL_PRODUCTION_DAYS","AVERAGED","GROUP_NO","OPERATOR","OGO_NUM","WELL_COUNTY","WELL_MUNICIPALITY","WELL_LATITUDE","WELL_LONGITUDE","UNCONVENTIONAL","WELL_CONFIGURATION","WELL_TYPE","PRODUCTION_PERIOD_START_DATE","PRODUCTION_PERIOD_END_DATE","NON_PRODUCTION_COMMENTS","ADDITIONAL_COMMENTS","RECORD_SOURCE","SUBMISSION_FINAL_DATE","REPORT_GENERATED_DATE"
"027-21529","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Regulatory Inactive Well","","OGRE","06/12/2020","3/01/2023"
"027-21529","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","Regulatory Inactive Well","","OGRE","10/15/2020","3/01/2023"
"027-21529","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","Regulatory Inactive Well","","OGRE","02/12/2021","3/01/2023"
"027-21529","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Regulatory Inactive Well","","OGRE","04/13/2020","3/01/2023"
"027-21529","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Regulatory Inactive Well","","OGRE","03/13/2020","3/01/2023"
"027-21529","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Regulatory Inactive Well","","OGRE","09/14/2020","3/01/2023"
"027-21529","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Regulatory Inactive Well","","OGRE","08/14/2020","3/01/2023"
"027-21529","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","Regulatory Inactive Well","","OGRE","05/15/2020","3/01/2023"
"027-21529","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","Regulatory Inactive Well","","OGRE","07/15/2020","3/01/2023"
"027-21529","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","Regulatory Inactive Well","","OGRE","01/14/2021","3/01/2023"
"027-21529","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","Regulatory Inactive Well","","OGRE","12/14/2020","3/01/2023"
"027-21529","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1001H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130858,-77.888738,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","Regulatory Inactive Well","","OGRE","11/13/2020","3/01/2023"
"027-21567","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Regulatory Inactive Well","","OGRE","06/12/2020","3/01/2023"
"027-21567","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","Regulatory Inactive Well","","OGRE","10/15/2020","3/01/2023"
"027-21567","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","Regulatory Inactive Well","","OGRE","02/12/2021","3/01/2023"
"027-21567","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Regulatory Inactive Well","","OGRE","04/13/2020","3/01/2023"
"027-21567","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Regulatory Inactive Well","","OGRE","03/13/2020","3/01/2023"
"027-21567","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Regulatory Inactive Well","","OGRE","09/14/2020","3/01/2023"
"027-21567","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Regulatory Inactive Well","","OGRE","08/14/2020","3/01/2023"
"027-21567","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","Regulatory Inactive Well","","OGRE","05/15/2020","3/01/2023"
"027-21567","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","Regulatory Inactive Well","","OGRE","07/15/2020","3/01/2023"
"027-21567","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","Regulatory Inactive Well","","OGRE","01/14/2021","3/01/2023"
"027-21567","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","Regulatory Inactive Well","","OGRE","12/14/2020","3/01/2023"
"027-21567","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 259 B-1003H","1/25/2010","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","BURNSIDE",41.130892,-77.888704,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","Regulatory Inactive Well","","OGRE","11/13/2020","3/01/2023"
"027-21550","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8778.44,30,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/12/2020","3/01/2023"
"027-21550","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8964,31,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"027-21550","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8906.38,31,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"027-21550","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8699.71,29,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","04/13/2020","3/01/2023"
"027-21550","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",9610.05,31,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/13/2020","3/01/2023"
"027-21550","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8211.29,28,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"027-21550","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8590,26,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/14/2020","3/01/2023"
"027-21550","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",9242.14,31,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/15/2020","3/01/2023"
"027-21550","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8954.75,31,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/15/2020","3/01/2023"
"027-21550","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8892.59,30,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"027-21550","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",7910.22,25,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/14/2020","3/01/2023"
"027-21550","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","W W LITKE A-1H","10/15/2009",8453.16,30,"","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106225,-77.772556,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"027-21557","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Regulatory Inactive Well","","OGRE","06/12/2020","3/01/2023"
"027-21557","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","Regulatory Inactive Well","","OGRE","10/15/2020","3/01/2023"
"027-21557","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","Regulatory Inactive Well","","OGRE","02/12/2021","3/01/2023"
"027-21557","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Regulatory Inactive Well","","OGRE","04/13/2020","3/01/2023"
"027-21557","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Regulatory Inactive Well","","OGRE","03/13/2020","3/01/2023"
"027-21557","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Regulatory Inactive Well","","OGRE","09/14/2020","3/01/2023"
"027-21557","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Regulatory Inactive Well","","OGRE","08/14/2020","3/01/2023"
"027-21557","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","Regulatory Inactive Well","","OGRE","05/15/2020","3/01/2023"
"027-21557","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","Regulatory Inactive Well","","OGRE","07/15/2020","3/01/2023"
"027-21557","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","Regulatory Inactive Well","","OGRE","01/14/2021","3/01/2023"
"027-21557","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","Regulatory Inactive Well","","OGRE","12/14/2020","3/01/2023"
"027-21557","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","WW LITKE A-6H","12/21/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","CURTIN",41.106192,-77.772287,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","Regulatory Inactive Well","","OGRE","11/13/2020","3/01/2023"
"027-21530","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Regulatory Inactive Well","","OGRE","06/12/2020","3/01/2023"
"027-21530","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","Regulatory Inactive Well","","OGRE","10/15/2020","3/01/2023"
"027-21530","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","Regulatory Inactive Well","","OGRE","02/12/2021","3/01/2023"
"027-21530","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Regulatory Inactive Well","","OGRE","04/13/2020","3/01/2023"
"027-21530","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Regulatory Inactive Well","","OGRE","03/13/2020","3/01/2023"
"027-21530","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Regulatory Inactive Well","","OGRE","09/14/2020","3/01/2023"
"027-21530","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Regulatory Inactive Well","","OGRE","08/14/2020","3/01/2023"
"027-21530","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","Regulatory Inactive Well","","OGRE","05/15/2020","3/01/2023"
"027-21530","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","Regulatory Inactive Well","","OGRE","07/15/2020","3/01/2023"
"027-21530","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","No","No","Regulatory Inactive Status","COP TRACT 231 A-1000H","8/24/2009","","","","","","","No","","EQT ARO LLC","OGO-68942","CENTRE","SNOW SHOE",41.07472,-77.801096,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","Regulatory Inactive Well","","OGRE","01/14/2021","3/01/2023"
