"WELL_PERMIT_NUM","PERIOD_ID","REPORTING_PERIOD","PRODUCTION_INDICATOR","WASTE_INDICATOR","WELL_STATUS","FARM_NAME_WELL_NUM","SPUD_DATE","GAS_QUANTITY","GAS_PRODUCTION_DAYS","CONDENSATE_QUANTITY","CONDENSATE_PRODUCTION_DAYS","OIL_QUANTITY","OIL_PRODUCTION_DAYS","AVERAGED","GROUP_NO","OPERATOR","OGO_NUM","WELL_COUNTY","WELL_MUNICIPALITY","WELL_LATITUDE","WELL_LONGITUDE","UNCONVENTIONAL","WELL_CONFIGURATION","WELL_TYPE","PRODUCTION_PERIOD_START_DATE","PRODUCTION_PERIOD_END_DATE","NON_PRODUCTION_COMMENTS","ADDITIONAL_COMMENTS","RECORD_SOURCE","SUBMISSION_FINAL_DATE","REPORT_GENERATED_DATE"
"081-21744","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ALDEN EVANS A-4H","8/16/2018",475963.96,28,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435433,-76.934681,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21744","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ALDEN EVANS A-4H","8/16/2018",403465.22,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435433,-76.934681,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/14/2020","3/01/2023"
"081-21744","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","ALDEN EVANS A-4H","8/16/2018",387234.95,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435433,-76.934681,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21745","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",342498.03,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/12/2020","3/01/2023"
"081-21745","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",359253.52,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"081-21745","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",137007.17,14,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"081-21745","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Active","BROOKS FAMILY  A-200H","8/16/2018","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Well Temporarily Not Producing","","OGRE","04/13/2020","3/01/2023"
"081-21745","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Active","BROOKS FAMILY  A-200H","8/16/2018","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Well spud, drilling not completed","","OGRE","03/13/2020","3/01/2023"
"081-21745","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",358685.72,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"081-21745","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",343801.25,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/14/2020","3/01/2023"
"081-21745","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",64295.73,8,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/15/2020","3/01/2023"
"081-21745","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",334276.82,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/15/2020","3/01/2023"
"081-21745","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",305652.1,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21745","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",263291.94,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/14/2020","3/01/2023"
"081-21745","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","BROOKS FAMILY  A-200H","8/16/2018",240331.84,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.435347,-76.9348,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21754","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",555622.78,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/12/2020","3/01/2023"
"081-21754","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",505356.46,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"081-21754","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",481244.76,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"081-21754","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",536387.38,29,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","04/13/2020","3/01/2023"
"081-21754","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",568655.14,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/13/2020","3/01/2023"
"081-21754","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",560691.04,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"081-21754","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",554273.12,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/14/2020","3/01/2023"
"081-21754","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",562985.37,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/15/2020","3/01/2023"
"081-21754","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",562126.27,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/15/2020","3/01/2023"
"081-21754","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",465283.84,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21754","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",32741.39,3,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/14/2020","3/01/2023"
"081-21754","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-1H","10/26/2018",15312.51,2,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443817,-76.916778,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21755","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",401511.1,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/12/2020","3/01/2023"
"081-21755","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",321417.25,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"081-21755","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",199559.87,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"081-21755","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",387292.96,29,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","04/13/2020","3/01/2023"
"081-21755","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",410377.34,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/13/2020","3/01/2023"
"081-21755","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",383026.32,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"081-21755","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",398293.9,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/14/2020","3/01/2023"
"081-21755","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",405557.21,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/15/2020","3/01/2023"
"081-21755","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",405932.74,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/15/2020","3/01/2023"
"081-21755","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",261896.29,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21755","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",23652.65,2,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/14/2020","3/01/2023"
"081-21755","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-2H","10/26/2018",10617.21,2,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443836,-76.916728,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21756","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",568983.52,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/12/2020","3/01/2023"
"081-21756","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",586144.21,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"081-21756","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",549437.59,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"081-21756","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",549417.69,29,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","04/13/2020","3/01/2023"
"081-21756","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",583499.31,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/13/2020","3/01/2023"
"081-21756","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",591757.82,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"081-21756","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",566853.27,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","","","OGRE","08/14/2020","3/01/2023"
"081-21756","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",574870.94,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/15/2020","3/01/2023"
"081-21756","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",574785.52,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/15/2020","3/01/2023"
"081-21756","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",247903.88,15,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21756","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",598650.49,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/14/2020","3/01/2023"
"081-21756","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","MAC NORTH B-3H","10/26/2018",577427.1,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.443853,-76.916681,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21800","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Well spud, drilling not completed","","OGRE","06/12/2020","3/01/2023"
"081-21800","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-8H","7/19/2019",188939.77,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"081-21800","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-8H","7/19/2019",144422.71,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"081-21800","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Well Temporarily Not Producing","","OGRE","04/13/2020","3/01/2023"
"081-21800","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Well spud, drilling not completed","","OGRE","03/13/2020","3/01/2023"
"081-21800","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-8H","7/19/2019",127246.68,22,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"081-21800","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Well spud, drilling not completed","","OGRE","08/14/2020","3/01/2023"
"081-21800","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","Well spud, drilling not completed","","OGRE","05/15/2020","3/01/2023"
"081-21800","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","Well spud, drilling not completed","","OGRE","07/15/2020","3/01/2023"
"081-21800","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-8H","7/19/2019",4471.81,1,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21800","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-8H","7/19/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","Well spud, drilling not completed","","OGRE","12/14/2020","3/01/2023"
"081-21800","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-8H","7/19/2019",5963.06,2,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454064,-76.902706,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21801","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Well spud, drilling not completed","","OGRE","06/12/2020","3/01/2023"
"081-21801","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-9H","7/14/2019",494717.69,31,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/15/2020","3/01/2023"
"081-21801","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-9H","7/14/2019",232871.11,28,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"081-21801","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Well spud, drilling not completed","","OGRE","04/13/2020","3/01/2023"
"081-21801","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Well spud, drilling not completed","","OGRE","03/13/2020","3/01/2023"
"081-21801","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-9H","7/14/2019",216880.98,22,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"081-21801","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Well spud, drilling not completed","","OGRE","08/14/2020","3/01/2023"
"081-21801","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","Well spud, drilling not completed","","OGRE","05/15/2020","3/01/2023"
"081-21801","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","Well spud, drilling not completed","","OGRE","07/15/2020","3/01/2023"
"081-21801","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-9H","7/14/2019",184.68,1,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/14/2021","3/01/2023"
"081-21801","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-9H","7/14/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","Well spud, drilling not completed","","OGRE","12/14/2020","3/01/2023"
"081-21801","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","DAVID C DUNCAN  B-9H","7/14/2019",499613.04,30,"","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.453956,-76.902781,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"081-21802","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","No","No","Active","DAVID C DUNCAN  B-10H","7/17/2019","","","","","","","No","","EQT ARO LLC","OGO-68942","LYCOMING","CASCADE",41.454028,-76.902731,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","Well spud, drilling not completed","","OGRE","06/12/2020","3/01/2023"
