"WELL_PERMIT_NUM","PERIOD_ID","REPORTING_PERIOD","PRODUCTION_INDICATOR","WASTE_INDICATOR","WELL_STATUS","FARM_NAME_WELL_NUM","SPUD_DATE","GAS_QUANTITY","GAS_PRODUCTION_DAYS","CONDENSATE_QUANTITY","CONDENSATE_PRODUCTION_DAYS","OIL_QUANTITY","OIL_PRODUCTION_DAYS","AVERAGED","GROUP_NO","OPERATOR","OGO_NUM","WELL_COUNTY","WELL_MUNICIPALITY","WELL_LATITUDE","WELL_LONGITUDE","UNCONVENTIONAL","WELL_CONFIGURATION","WELL_TYPE","PRODUCTION_PERIOD_START_DATE","PRODUCTION_PERIOD_END_DATE","NON_PRODUCTION_COMMENTS","ADDITIONAL_COMMENTS","RECORD_SOURCE","SUBMISSION_FINAL_DATE","REPORT_GENERATED_DATE"
"003-22235","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",21693,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/11/2020","3/01/2023"
"003-22235","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",17239,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/14/2020","3/01/2023"
"003-22235","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",20336.65,31,0,0,"","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"003-22235","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590599","2/05/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Well Temporarily Not Producing","","OGRE","04/13/2020","3/01/2023"
"003-22235","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590599","2/05/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Well Temporarily Not Producing","","OGRE","03/03/2020","3/01/2023"
"003-22235","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590599","2/05/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Well Temporarily Not Producing","","OGRE","09/14/2020","3/01/2023"
"003-22235","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590599","2/05/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Well Temporarily Not Producing","","OGRE","08/10/2020","3/01/2023"
"003-22235","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",18790,20,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/13/2020","3/01/2023"
"003-22235","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",8510,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/14/2020","3/01/2023"
"003-22235","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",22196.68,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/13/2021","3/01/2023"
"003-22235","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",13824,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/15/2020","3/01/2023"
"003-22235","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590599","2/05/2013",6973,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904508,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"003-22236","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",11244,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/11/2020","3/01/2023"
"003-22236","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",10068,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/14/2020","3/01/2023"
"003-22236","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",18891.65,31,0,0,"","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"003-22236","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590600","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Well Temporarily Not Producing","","OGRE","04/13/2020","3/01/2023"
"003-22236","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590600","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Well Temporarily Not Producing","","OGRE","03/03/2020","3/01/2023"
"003-22236","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590600","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Well Temporarily Not Producing","","OGRE","09/14/2020","3/01/2023"
"003-22236","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590600","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Well Temporarily Not Producing","","OGRE","08/10/2020","3/01/2023"
"003-22236","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",10933,20,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/13/2020","3/01/2023"
"003-22236","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",3784,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/14/2020","3/01/2023"
"003-22236","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",11363.77,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/13/2021","3/01/2023"
"003-22236","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",16340,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/15/2020","3/01/2023"
"003-22236","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590600","1/14/2013",5772,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243464,-79.904456,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"003-22237","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",16312,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/11/2020","3/01/2023"
"003-22237","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",12540,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/14/2020","3/01/2023"
"003-22237","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",12591.63,30,0,0,"","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"003-22237","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590596","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","Well Temporarily Not Producing","","OGRE","04/13/2020","3/01/2023"
"003-22237","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590596","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","Well Temporarily Not Producing","","OGRE","03/03/2020","3/01/2023"
"003-22237","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590596","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","Well Temporarily Not Producing","","OGRE","09/14/2020","3/01/2023"
"003-22237","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER EAST 590596","1/14/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Well Temporarily Not Producing","","OGRE","08/10/2020","3/01/2023"
"003-22237","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",14952,20,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/13/2020","3/01/2023"
"003-22237","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",3108,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/14/2020","3/01/2023"
"003-22237","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",12580.24,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/13/2021","3/01/2023"
"003-22237","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",11829,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/15/2020","3/01/2023"
"003-22237","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER EAST 590596","1/14/2013",7133,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.243461,-79.904669,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"003-22240","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",20951,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/11/2020","3/01/2023"
"003-22240","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",11272,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/14/2020","3/01/2023"
"003-22240","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",23995.42,31,0,0,"","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
"003-22240","20FEBP","Feb 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",6145,29,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","2/01/2020","2/29/2020","","","OGRE","04/13/2020","3/01/2023"
"003-22240","20JANP","Jan 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",13218,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","1/01/2020","1/31/2020","","","OGRE","03/03/2020","3/01/2023"
"003-22240","20JULP","Jul 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",21331,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","7/01/2020","7/31/2020","","","OGRE","09/14/2020","3/01/2023"
"003-22240","20JUNP","Jun 2020 (PRODUCTION: Unconventional wells)","No","No","Active","OLIVER WEST 591627","5/28/2013","","","","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","6/01/2020","6/30/2020","Well Temporarily Not Producing","","OGRE","08/10/2020","3/01/2023"
"003-22240","20MARP","Mar 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",18649,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","3/01/2020","3/31/2020","","","OGRE","05/13/2020","3/01/2023"
"003-22240","20MAYP","May 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",11487,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","5/01/2020","5/31/2020","","","OGRE","07/14/2020","3/01/2023"
"003-22240","20NOVP","Nov 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",21951.28,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","11/01/2020","11/30/2020","","","OGRE","01/13/2021","3/01/2023"
"003-22240","20OCTP","Oct 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",24189,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","10/01/2020","10/31/2020","","","OGRE","12/15/2020","3/01/2023"
"003-22240","20SEPP","Sep 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591627","5/28/2013",9552,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235833,-79.9125,"Yes","Horizontal Well","GAS","9/01/2020","9/30/2020","","","OGRE","11/13/2020","3/01/2023"
"003-22241","20APRP","Apr 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591628","5/28/2013",17252,30,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235825,-79.912447,"Yes","Horizontal Well","GAS","4/01/2020","4/30/2020","","","OGRE","06/11/2020","3/01/2023"
"003-22241","20AUGP","Aug 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591628","5/28/2013",20271,31,"","","","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235825,-79.912447,"Yes","Horizontal Well","GAS","8/01/2020","8/31/2020","","","OGRE","10/14/2020","3/01/2023"
"003-22241","20DECP","Dec 2020 (PRODUCTION: Unconventional wells)","Yes","No","Active","OLIVER WEST 591628","5/28/2013",26142.56,31,0,0,"","","No","","EQT PROD CO","OGO-61555","ALLEGHENY","FORWARD",40.235825,-79.912447,"Yes","Horizontal Well","GAS","12/01/2020","12/31/2020","","","OGRE","02/12/2021","3/01/2023"
